split,reference_method,comparison_method,metric,paired_diff,ci95,reference_better_seeds,seeds
adversarial_dead_end,spatial_commitment_tree_search_v5,receding_horizon_tamp,success,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,receding_horizon_tamp,task_success_rate,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,receding_horizon_tamp,future_regret,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,receding_horizon_tamp,commitment_violation,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,receding_horizon_tamp,reposition_count,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,receding_horizon_tamp,path_length,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,success,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,task_success_rate,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,future_regret,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,commitment_violation,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,reposition_count,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,path_length,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,beam_search_sequence_planner,success,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,beam_search_sequence_planner,task_success_rate,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,beam_search_sequence_planner,future_regret,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,beam_search_sequence_planner,commitment_violation,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,beam_search_sequence_planner,reposition_count,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,beam_search_sequence_planner,path_length,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,topological_base_graph_search,success,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,topological_base_graph_search,task_success_rate,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,topological_base_graph_search,future_regret,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,topological_base_graph_search,commitment_violation,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,topological_base_graph_search,reposition_count,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,topological_base_graph_search,path_length,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,robust_backtracking_tamp,success,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,robust_backtracking_tamp,task_success_rate,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,robust_backtracking_tamp,future_regret,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,robust_backtracking_tamp,commitment_violation,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,robust_backtracking_tamp,reposition_count,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,robust_backtracking_tamp,path_length,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,exact_sequence_oracle,success,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,exact_sequence_oracle,task_success_rate,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,exact_sequence_oracle,future_regret,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,exact_sequence_oracle,commitment_violation,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,exact_sequence_oracle,reposition_count,0.00000,0.00000,0,8
adversarial_dead_end,spatial_commitment_tree_search_v5,exact_sequence_oracle,path_length,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,receding_horizon_tamp,success,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,receding_horizon_tamp,task_success_rate,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,receding_horizon_tamp,future_regret,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,receding_horizon_tamp,commitment_violation,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,receding_horizon_tamp,reposition_count,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,receding_horizon_tamp,path_length,-0.00167,0.00328,1,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,success,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,task_success_rate,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,future_regret,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,commitment_violation,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,reposition_count,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,path_length,-0.00167,0.00328,1,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,beam_search_sequence_planner,success,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,beam_search_sequence_planner,task_success_rate,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,beam_search_sequence_planner,future_regret,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,beam_search_sequence_planner,commitment_violation,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,beam_search_sequence_planner,reposition_count,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,beam_search_sequence_planner,path_length,-0.00167,0.00328,1,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,topological_base_graph_search,success,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,topological_base_graph_search,task_success_rate,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,topological_base_graph_search,future_regret,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,topological_base_graph_search,commitment_violation,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,topological_base_graph_search,reposition_count,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,topological_base_graph_search,path_length,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,robust_backtracking_tamp,success,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,robust_backtracking_tamp,task_success_rate,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,robust_backtracking_tamp,future_regret,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,robust_backtracking_tamp,commitment_violation,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,robust_backtracking_tamp,reposition_count,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,robust_backtracking_tamp,path_length,-0.00167,0.00328,1,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,exact_sequence_oracle,success,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,exact_sequence_oracle,task_success_rate,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,exact_sequence_oracle,future_regret,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,exact_sequence_oracle,commitment_violation,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,exact_sequence_oracle,reposition_count,0.00000,0.00000,0,8
clutter_occlusion_reach,spatial_commitment_tree_search_v5,exact_sequence_oracle,path_length,-0.00167,0.00328,1,8
combined_long_horizon,spatial_commitment_tree_search_v5,receding_horizon_tamp,success,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,receding_horizon_tamp,task_success_rate,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,receding_horizon_tamp,future_regret,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,receding_horizon_tamp,commitment_violation,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,receding_horizon_tamp,reposition_count,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,receding_horizon_tamp,path_length,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,success,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,task_success_rate,0.00625,0.00859,2,8
combined_long_horizon,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,future_regret,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,commitment_violation,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,reposition_count,0.03125,0.04297,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,path_length,0.03206,0.04243,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,beam_search_sequence_planner,success,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,beam_search_sequence_planner,task_success_rate,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,beam_search_sequence_planner,future_regret,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,beam_search_sequence_planner,commitment_violation,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,beam_search_sequence_planner,reposition_count,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,beam_search_sequence_planner,path_length,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,topological_base_graph_search,success,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,topological_base_graph_search,task_success_rate,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,topological_base_graph_search,future_regret,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,topological_base_graph_search,commitment_violation,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,topological_base_graph_search,reposition_count,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,topological_base_graph_search,path_length,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,robust_backtracking_tamp,success,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,robust_backtracking_tamp,task_success_rate,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,robust_backtracking_tamp,future_regret,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,robust_backtracking_tamp,commitment_violation,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,robust_backtracking_tamp,reposition_count,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,robust_backtracking_tamp,path_length,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,exact_sequence_oracle,success,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,exact_sequence_oracle,task_success_rate,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,exact_sequence_oracle,future_regret,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,exact_sequence_oracle,commitment_violation,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,exact_sequence_oracle,reposition_count,0.00000,0.00000,0,8
combined_long_horizon,spatial_commitment_tree_search_v5,exact_sequence_oracle,path_length,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,receding_horizon_tamp,success,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,receding_horizon_tamp,task_success_rate,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,receding_horizon_tamp,future_regret,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,receding_horizon_tamp,commitment_violation,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,receding_horizon_tamp,reposition_count,-0.07291,0.05723,4,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,receding_horizon_tamp,path_length,-0.07264,0.01271,8,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,success,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,task_success_rate,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,future_regret,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,commitment_violation,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,reposition_count,-0.07291,0.05723,4,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,path_length,-0.07264,0.01271,8,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,beam_search_sequence_planner,success,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,beam_search_sequence_planner,task_success_rate,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,beam_search_sequence_planner,future_regret,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,beam_search_sequence_planner,commitment_violation,0.00000,0.00000,0,8
