split,reference_method,comparison_method,metric,paired_diff,ci95,reference_better_seeds,seeds
drawer_swing_deadlock,spatial_commitment_tree_search_v5,beam_search_sequence_planner,reposition_count,-0.07291,0.05723,4,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,beam_search_sequence_planner,path_length,-0.07264,0.01271,8,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,topological_base_graph_search,success,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,topological_base_graph_search,task_success_rate,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,topological_base_graph_search,future_regret,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,topological_base_graph_search,commitment_violation,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,topological_base_graph_search,reposition_count,0.00000,0.03087,1,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,topological_base_graph_search,path_length,0.06483,0.01843,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,robust_backtracking_tamp,success,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,robust_backtracking_tamp,task_success_rate,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,robust_backtracking_tamp,future_regret,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,robust_backtracking_tamp,commitment_violation,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,robust_backtracking_tamp,reposition_count,-0.07291,0.05723,4,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,robust_backtracking_tamp,path_length,-0.07264,0.01271,8,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,exact_sequence_oracle,success,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,exact_sequence_oracle,task_success_rate,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,exact_sequence_oracle,future_regret,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,exact_sequence_oracle,commitment_violation,0.00000,0.00000,0,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,exact_sequence_oracle,reposition_count,-0.07291,0.05723,4,8
drawer_swing_deadlock,spatial_commitment_tree_search_v5,exact_sequence_oracle,path_length,-0.07264,0.01271,8,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,receding_horizon_tamp,success,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,receding_horizon_tamp,task_success_rate,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,receding_horizon_tamp,future_regret,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,receding_horizon_tamp,commitment_violation,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,receding_horizon_tamp,reposition_count,-0.28125,0.09730,8,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,receding_horizon_tamp,path_length,-0.07573,0.01781,8,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,success,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,task_success_rate,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,future_regret,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,commitment_violation,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,reposition_count,-0.28125,0.09730,8,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,path_length,-0.07573,0.01781,8,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,beam_search_sequence_planner,success,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,beam_search_sequence_planner,task_success_rate,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,beam_search_sequence_planner,future_regret,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,beam_search_sequence_planner,commitment_violation,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,beam_search_sequence_planner,reposition_count,-0.28125,0.09730,8,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,beam_search_sequence_planner,path_length,-0.07573,0.01781,8,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,topological_base_graph_search,success,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,topological_base_graph_search,task_success_rate,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,topological_base_graph_search,future_regret,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,topological_base_graph_search,commitment_violation,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,topological_base_graph_search,reposition_count,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,topological_base_graph_search,path_length,0.00170,0.00333,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,robust_backtracking_tamp,success,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,robust_backtracking_tamp,task_success_rate,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,robust_backtracking_tamp,future_regret,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,robust_backtracking_tamp,commitment_violation,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,robust_backtracking_tamp,reposition_count,-0.28125,0.09730,8,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,robust_backtracking_tamp,path_length,-0.07573,0.01781,8,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,exact_sequence_oracle,success,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,exact_sequence_oracle,task_success_rate,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,exact_sequence_oracle,future_regret,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,exact_sequence_oracle,commitment_violation,0.00000,0.00000,0,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,exact_sequence_oracle,reposition_count,-0.28125,0.09730,8,8
narrow_aisle_commitment,spatial_commitment_tree_search_v5,exact_sequence_oracle,path_length,-0.07573,0.01781,8,8
open_room_easy,spatial_commitment_tree_search_v5,receding_horizon_tamp,success,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,receding_horizon_tamp,task_success_rate,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,receding_horizon_tamp,future_regret,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,receding_horizon_tamp,commitment_violation,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,receding_horizon_tamp,reposition_count,-0.56250,0.16551,8,8
open_room_easy,spatial_commitment_tree_search_v5,receding_horizon_tamp,path_length,-0.24979,0.06640,8,8
open_room_easy,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,success,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,task_success_rate,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,future_regret,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,commitment_violation,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,reposition_count,-0.56250,0.16551,8,8
open_room_easy,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,path_length,-0.24979,0.06640,8,8
open_room_easy,spatial_commitment_tree_search_v5,beam_search_sequence_planner,success,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,beam_search_sequence_planner,task_success_rate,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,beam_search_sequence_planner,future_regret,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,beam_search_sequence_planner,commitment_violation,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,beam_search_sequence_planner,reposition_count,-0.56250,0.16551,8,8
open_room_easy,spatial_commitment_tree_search_v5,beam_search_sequence_planner,path_length,-0.24979,0.06640,8,8
open_room_easy,spatial_commitment_tree_search_v5,topological_base_graph_search,success,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,topological_base_graph_search,task_success_rate,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,topological_base_graph_search,future_regret,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,topological_base_graph_search,commitment_violation,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,topological_base_graph_search,reposition_count,0.09375,0.07832,0,8
open_room_easy,spatial_commitment_tree_search_v5,topological_base_graph_search,path_length,0.04850,0.02793,0,8
open_room_easy,spatial_commitment_tree_search_v5,robust_backtracking_tamp,success,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,robust_backtracking_tamp,task_success_rate,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,robust_backtracking_tamp,future_regret,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,robust_backtracking_tamp,commitment_violation,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,robust_backtracking_tamp,reposition_count,-0.56250,0.16551,8,8
open_room_easy,spatial_commitment_tree_search_v5,robust_backtracking_tamp,path_length,-0.24979,0.06640,8,8
open_room_easy,spatial_commitment_tree_search_v5,exact_sequence_oracle,success,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,exact_sequence_oracle,task_success_rate,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,exact_sequence_oracle,future_regret,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,exact_sequence_oracle,commitment_violation,0.00000,0.00000,0,8
open_room_easy,spatial_commitment_tree_search_v5,exact_sequence_oracle,reposition_count,-0.56250,0.16551,8,8
open_room_easy,spatial_commitment_tree_search_v5,exact_sequence_oracle,path_length,-0.24979,0.06640,8,8
relocation_sequence,spatial_commitment_tree_search_v5,receding_horizon_tamp,success,0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,receding_horizon_tamp,task_success_rate,0.00260,0.00510,1,8
relocation_sequence,spatial_commitment_tree_search_v5,receding_horizon_tamp,future_regret,-0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,receding_horizon_tamp,commitment_violation,-0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,receding_horizon_tamp,reposition_count,0.01042,0.02042,0,8
relocation_sequence,spatial_commitment_tree_search_v5,receding_horizon_tamp,path_length,0.02037,0.04618,3,8
relocation_sequence,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,success,0.42709,0.11315,8,8
relocation_sequence,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,task_success_rate,0.10677,0.02829,8,8
relocation_sequence,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,future_regret,-0.42709,0.11315,8,8
relocation_sequence,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,commitment_violation,-0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,reposition_count,0.42708,0.11315,0,8
relocation_sequence,spatial_commitment_tree_search_v5,commitment_cost_planner_v4,path_length,0.76794,0.21137,0,8
relocation_sequence,spatial_commitment_tree_search_v5,beam_search_sequence_planner,success,0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,beam_search_sequence_planner,task_success_rate,0.00260,0.00510,1,8
relocation_sequence,spatial_commitment_tree_search_v5,beam_search_sequence_planner,future_regret,-0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,beam_search_sequence_planner,commitment_violation,-0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,beam_search_sequence_planner,reposition_count,0.02083,0.02673,0,8
relocation_sequence,spatial_commitment_tree_search_v5,beam_search_sequence_planner,path_length,-0.00495,0.05694,5,8
relocation_sequence,spatial_commitment_tree_search_v5,topological_base_graph_search,success,0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,topological_base_graph_search,task_success_rate,0.00260,0.00510,1,8
relocation_sequence,spatial_commitment_tree_search_v5,topological_base_graph_search,future_regret,-0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,topological_base_graph_search,commitment_violation,-0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,topological_base_graph_search,reposition_count,0.02083,0.02673,0,8
relocation_sequence,spatial_commitment_tree_search_v5,topological_base_graph_search,path_length,0.01261,0.06191,5,8
relocation_sequence,spatial_commitment_tree_search_v5,robust_backtracking_tamp,success,0.00000,0.00000,0,8
relocation_sequence,spatial_commitment_tree_search_v5,robust_backtracking_tamp,task_success_rate,0.00000,0.00000,0,8
relocation_sequence,spatial_commitment_tree_search_v5,robust_backtracking_tamp,future_regret,0.00000,0.00000,0,8
relocation_sequence,spatial_commitment_tree_search_v5,robust_backtracking_tamp,commitment_violation,0.00000,0.00000,0,8
relocation_sequence,spatial_commitment_tree_search_v5,robust_backtracking_tamp,reposition_count,0.01042,0.02042,0,8
relocation_sequence,spatial_commitment_tree_search_v5,robust_backtracking_tamp,path_length,-0.02806,0.02189,5,8
relocation_sequence,spatial_commitment_tree_search_v5,exact_sequence_oracle,success,0.00000,0.00000,0,8
relocation_sequence,spatial_commitment_tree_search_v5,exact_sequence_oracle,task_success_rate,0.00000,0.00000,0,8
relocation_sequence,spatial_commitment_tree_search_v5,exact_sequence_oracle,future_regret,0.00000,0.00000,0,8
relocation_sequence,spatial_commitment_tree_search_v5,exact_sequence_oracle,commitment_violation,-0.01042,0.02042,1,8
relocation_sequence,spatial_commitment_tree_search_v5,exact_sequence_oracle,reposition_count,0.00000,0.00000,0,8
relocation_sequence,spatial_commitment_tree_search_v5,exact_sequence_oracle,path_length,0.00305,0.00890,2,8
